Reg_ID,State,District,Vehicle_Type,Manufacturer,Model,Price,Battery_Capacity,Range_KM,Registration_Date
13768,Tamil Nadu,District-15,4W,Hyundai,Model-8,893811,21,298,2024-03-15
13769,Maharashtra,District-26,2W,TVS,Model-4,128120,2,326,2025-11-19
13770,Tamil Nadu,District-48,2W,TVS,Model-4,175597,45,357,2024-06-12
13771,Tamil Nadu,District-29,2W,Bajaj,Model-8,153767,49,121,2025-09-12
13772,Maharashtra,District-33,2W,Ather,Model-15,122169,13,319,2025-03-02
13773,Maharashtra,District-25,2W,Ather,Model-3,179286,3,407,2024-09-18
13774,Delhi,District-14,4W,Hyundai,Model-19,854296,52,456,2023-03-05
13775,Uttar Pradesh,District-26,2W,TVS,Model-12,155139,16,137,2023-05-31
13776,Gujarat,District-8,2W,Ola Electric,Model-4,110351,55,315,2024-02-28
13777,Delhi,District-43,2W,Ola Electric,Model-17,97908,20,503,2024-06-02
13778,Tamil Nadu,District-39,4W,Mahindra,Model-2,1761964,10,191,2024-07-16
13779,Maharashtra,District-40,2W,Ather,Model-8,153716,32,131,2025-11-10
13780,Kerala,District-50,2W,Ola Electric,Model-2,130877,26,527,2024-06-01
13781,Maharashtra,District-40,2W,Bajaj,Model-11,139689,60,276,2023-05-01
13782,Maharashtra,District-27,Bus,Tata Motors,Model-13,8125222,5,379,2023-05-09
13783,Delhi,District-8,4W,Tata,Model-1,1173372,6,85,2023-08-20
13784,Karnataka,District-15,2W,Bajaj,Model-13,95817,30,75,2025-01-09
13785,Delhi,District-33,2W,Ather,Model-3,129853,33,537,2025-01-02
13786,Kerala,District-8,2W,TVS,Model-2,132321,44,344,2023-04-18
13787,Gujarat,District-19,2W,TVS,Model-9,157989,36,255,2024-07-18
13788,Tamil Nadu,District-35,3W,Mahindra,Model-6,317728,16,524,2023-02-16
13789,Telangana,District-39,3W,Piaggio,Model-9,208924,15,588,2023-10-04
13790,Rajasthan,District-20,Bus,Tata Motors,Model-4,4966019,2,315,2024-01-14
13791,Tamil Nadu,District-46,2W,Ather,Model-16,119900,45,571,2025-06-20
13792,Tamil Nadu,District-12,2W,Ola Electric,Model-1,168000,53,128,2025-07-31
13793,Maharashtra,District-48,2W,Ola Electric,Model-8,111534,26,577,2024-05-24
13794,Maharashtra,District-6,2W,TVS,Model-16,101084,16,513,2025-07-05
13795,Maharashtra,District-7,3W,Kinetic,Model-7,241187,29,551,2023-02-02
13796,Delhi,District-7,2W,Ather,Model-17,173892,50,107,2025-07-02
13797,Karnataka,District-9,4W,Hyundai,Model-4,920808,9,262,2023-04-08
13798,Kerala,District-3,3W,Kinetic,Model-20,204759,5,263,2024-10-20
13799,Maharashtra,District-34,4W,Mahindra,Model-3,1387692,21,136,2025-08-24
13800,Maharashtra,District-49,2W,Bajaj,Model-9,122172,11,364,2025-10-28
13801,Karnataka,District-43,2W,Ather,Model-17,143560,25,540,2025-08-17
13802,Tamil Nadu,District-22,2W,Bajaj,Model-15,122851,46,211,2024-12-12
13803,Delhi,District-37,3W,Kinetic,Model-3,247148,54,446,2023-03-25
13804,Uttar Pradesh,District-33,2W,Ola Electric,Model-6,96013,18,75,2023-05-31
13805,Maharashtra,District-7,2W,TVS,Model-8,124791,28,114,2025-05-11
13806,Karnataka,District-26,2W,Bajaj,Model-1,137218,38,92,2024-07-14
13807,Kerala,District-9,2W,Ather,Model-9,118757,50,81,2024-05-06
13808,Karnataka,District-43,2W,Ather,Model-15,167448,11,205,2024-12-31
13809,Karnataka,District-48,4W,Tata,Model-18,1428165,19,333,2025-07-31
13810,Tamil Nadu,District-3,2W,TVS,Model-8,159203,8,63,2025-04-05
13811,Rajasthan,District-48,2W,Bajaj,Model-8,118832,47,70,2025-06-09
13812,Delhi,District-13,3W,Piaggio,Model-7,279820,53,528,2025-05-28
13813,Tamil Nadu,District-8,Bus,Ashok Leyland,Model-2,3506466,57,414,2025-01-07
13814,Tamil Nadu,District-27,2W,TVS,Model-4,103137,38,389,2023-01-22
13815,Haryana,District-15,4W,Tata,Model-3,1981875,42,279,2024-06-30
13816,Maharashtra,District-6,Bus,Tata Motors,Model-5,7754298,39,256,2024-05-27
13817,Karnataka,District-35,3W,Piaggio,Model-16,281224,11,413,2023-09-06
13818,Delhi,District-50,2W,Ather,Model-15,169399,21,342,2025-02-02
13819,Haryana,District-10,2W,Bajaj,Model-7,149972,6,48,2025-08-09
13820,Karnataka,District-48,4W,Tata,Model-3,1837157,35,553,2023-02-09
13821,Haryana,District-15,2W,Ola Electric,Model-18,129568,51,466,2023-09-01
13822,Gujarat,District-44,2W,Ather,Model-7,144357,33,372,2024-07-29
13823,Tamil Nadu,District-45,3W,Mahindra,Model-8,278670,59,519,2023-04-11
13824,Tamil Nadu,District-48,4W,MG,Model-6,1704344,35,165,2024-06-20
13825,Gujarat,District-45,3W,Kinetic,Model-15,241527,7,197,2025-09-17
13826,Delhi,District-41,4W,MG,Model-19,1143943,53,380,2023-09-26
13827,Maharashtra,District-31,2W,Ola Electric,Model-12,169360,49,579,2023-12-27
13828,Gujarat,District-7,Bus,Tata Motors,Model-7,8031098,33,555,2023-04-08
13829,Maharashtra,District-3,3W,Piaggio,Model-3,206788,28,193,2025-08-20
13830,Tamil Nadu,District-22,2W,Bajaj,Model-16,141008,37,329,2025-01-26
13831,Maharashtra,District-18,4W,Tata,Model-3,1559480,4,405,2025-08-19
13832,Maharashtra,District-26,3W,Mahindra,Model-7,288190,29,475,2024-12-28
13833,Tamil Nadu,District-24,3W,Mahindra,Model-17,206308,48,511,2025-09-22
13834,Maharashtra,District-6,2W,TVS,Model-5,113302,42,572,2025-06-27
13835,Maharashtra,District-10,2W,Ola Electric,Model-4,99260,42,384,2023-05-13
13836,Maharashtra,District-46,2W,Ola Electric,Model-10,103984,43,411,2023-08-14
13837,Tamil Nadu,District-8,2W,Bajaj,Model-19,101494,21,380,2023-09-04
13838,Gujarat,District-16,4W,Hyundai,Model-6,897954,60,505,2024-04-14
13839,Maharashtra,District-45,2W,TVS,Model-11,145197,9,442,2025-04-28
13840,Gujarat,District-21,Cargo,Tata Ace EV,Model-6,442331,49,148,2025-12-12
13841,Tamil Nadu,District-15,2W,Ather,Model-2,111396,54,204,2024-01-01
13842,Kerala,District-16,4W,MG,Model-8,1702474,54,190,2023-11-10
13843,Delhi,District-14,2W,TVS,Model-11,121711,48,104,2025-05-26
13844,Karnataka,District-24,2W,Ola Electric,Model-16,127705,23,119,2024-07-14
13845,Karnataka,District-43,3W,Mahindra,Model-16,237942,42,551,2024-09-08
13846,Delhi,District-1,3W,Mahindra,Model-10,254972,10,214,2025-06-17
13847,Delhi,District-3,2W,Bajaj,Model-4,111652,42,114,2024-05-26
13848,Karnataka,District-10,3W,Piaggio,Model-4,297903,15,580,2024-02-24
13849,Gujarat,District-10,2W,Bajaj,Model-5,144648,10,406,2023-12-14
13850,Maharashtra,District-35,2W,Ather,Model-12,121694,32,315,2025-07-29
13851,Gujarat,District-4,2W,TVS,Model-10,170678,31,176,2024-05-15
13852,Tamil Nadu,District-26,2W,TVS,Model-19,174821,43,465,2024-02-04
13853,Tamil Nadu,District-5,3W,Piaggio,Model-6,315745,3,114,2023-06-15
13854,Karnataka,District-12,2W,TVS,Model-16,100163,50,138,2023-03-06
13855,Karnataka,District-22,3W,Piaggio,Model-13,225554,46,432,2024-05-13
13856,Karnataka,District-3,4W,Hyundai,Model-20,1494901,58,289,2025-11-05
13857,Karnataka,District-28,3W,Mahindra,Model-12,246192,23,119,2025-02-20
13858,Maharashtra,District-17,2W,Ola Electric,Model-11,129397,55,345,2024-09-28
13859,Karnataka,District-36,3W,Piaggio,Model-7,306157,48,539,2023-05-10
13860,Maharashtra,District-7,4W,Tata,Model-6,1452419,4,326,2025-05-15
13861,Maharashtra,District-8,2W,Ather,Model-11,104403,59,371,2024-02-29
13862,Delhi,District-42,3W,Mahindra,Model-2,250873,3,486,2025-08-29
13863,Maharashtra,District-3,2W,Ola Electric,Model-9,177759,10,454,2023-08-15
13864,Delhi,District-3,2W,Ather,Model-6,140050,24,459,2024-05-12
13865,Kerala,District-12,4W,Mahindra,Model-12,1830992,31,234,2025-05-02
13866,Tamil Nadu,District-11,4W,Hyundai,Model-1,1893303,34,393,2023-02-09
13867,Gujarat,District-31,4W,Mahindra,Model-15,1141419,13,158,2025-05-21
13868,Karnataka,District-49,2W,TVS,Model-5,94771,34,356,2023-09-13
13869,Haryana,District-49,3W,Kinetic,Model-10,329099,36,333,2025-01-28
13870,Uttar Pradesh,District-28,2W,TVS,Model-14,141243,8,516,2023-11-20
13871,Rajasthan,District-31,4W,Tata,Model-1,1781139,58,160,2025-12-20
13872,Kerala,District-33,2W,Ather,Model-2,123591,53,42,2023-05-30
13873,Rajasthan,District-38,2W,Ather,Model-5,147099,15,547,2024-12-04
13874,Karnataka,District-22,2W,Ola Electric,Model-13,112455,52,289,2025-04-13
13875,Maharashtra,District-47,3W,Kinetic,Model-3,220522,2,215,2025-04-02
13876,Rajasthan,District-36,2W,TVS,Model-12,125928,18,41,2025-02-19
13877,Uttar Pradesh,District-12,4W,Mahindra,Model-8,1186602,16,269,2024-01-01
13878,Delhi,District-47,2W,Ola Electric,Model-14,120110,17,536,2024-12-25
13879,Delhi,District-32,2W,TVS,Model-8,114692,43,54,2025-11-16
13880,Maharashtra,District-30,2W,Ather,Model-15,155130,46,129,2025-02-20
13881,Kerala,District-31,2W,Bajaj,Model-10,103905,55,196,2025-05-18
13882,Uttar Pradesh,District-7,2W,TVS,Model-5,100591,30,408,2025-11-23
13883,Karnataka,District-9,2W,Ather,Model-15,110220,18,136,2024-05-02
13884,Gujarat,District-13,2W,TVS,Model-9,102828,34,172,2025-05-18
13885,Tamil Nadu,District-14,3W,Piaggio,Model-18,284465,15,470,2023-12-13
13886,Maharashtra,District-13,2W,TVS,Model-6,92528,60,469,2023-09-08
13887,Kerala,District-8,3W,Kinetic,Model-3,205931,14,145,2024-01-14
13888,Uttar Pradesh,District-27,2W,Ola Electric,Model-8,179371,13,340,2025-02-18
13889,Karnataka,District-23,3W,Piaggio,Model-4,344737,32,98,2023-04-14
13890,Maharashtra,District-50,2W,TVS,Model-6,167042,53,308,2025-09-18
13891,Tamil Nadu,District-34,2W,Ola Electric,Model-2,114483,55,363,2023-03-25
13892,Delhi,District-46,2W,Ola Electric,Model-6,149061,31,282,2023-03-28
13893,Maharashtra,District-35,Cargo,Tata Ace EV,Model-9,259170,37,79,2024-08-07
13894,Delhi,District-26,3W,Mahindra,Model-15,346079,38,373,2023-07-16
13895,Maharashtra,District-30,2W,Ather,Model-8,123314,30,119,2024-10-12
13896,Maharashtra,District-4,3W,Piaggio,Model-18,209589,41,430,2025-08-09
13897,Maharashtra,District-13,2W,Bajaj,Model-20,105936,5,248,2025-12-11
13898,Maharashtra,District-17,Bus,Tata Motors,Model-17,3403009,51,529,2024-11-22
13899,Rajasthan,District-34,2W,Ola Electric,Model-1,154920,45,145,2025-09-15
13900,Maharashtra,District-27,2W,Ola Electric,Model-7,128769,3,103,2023-03-26
13901,Tamil Nadu,District-16,2W,Ather,Model-8,165455,24,215,2024-05-26
13902,Maharashtra,District-6,4W,MG,Model-20,963381,39,453,2024-10-10
13903,Karnataka,District-13,3W,Mahindra,Model-14,204907,21,388,2025-10-24
13904,Karnataka,District-4,2W,Ather,Model-14,100512,51,549,2024-10-14
13905,Tamil Nadu,District-44,3W,Piaggio,Model-5,283642,44,213,2025-11-26
13906,Maharashtra,District-5,Bus,Ashok Leyland,Model-12,3402723,60,280,2023-11-09
13907,Gujarat,District-31,2W,TVS,Model-10,136725,24,446,2023-10-22
13908,Kerala,District-31,2W,Ola Electric,Model-15,93989,28,480,2025-12-13
13909,Uttar Pradesh,District-3,2W,Bajaj,Model-13,91995,56,486,2025-06-14
13910,Tamil Nadu,District-23,4W,Hyundai,Model-2,1994331,12,488,2023-06-30
13911,Maharashtra,District-37,3W,Mahindra,Model-20,264418,3,92,2024-08-22
13912,Gujarat,District-46,2W,TVS,Model-12,150775,57,380,2025-10-07
13913,Maharashtra,District-35,2W,Ather,Model-2,161539,14,55,2023-08-17
13914,Maharashtra,District-7,3W,Piaggio,Model-19,204598,8,567,2024-05-29
13915,Maharashtra,District-15,2W,Ola Electric,Model-13,131395,18,219,2023-11-29
13916,Karnataka,District-8,2W,Bajaj,Model-4,153875,4,55,2024-03-11
13917,Karnataka,District-39,2W,TVS,Model-9,167373,13,474,2023-05-28
13918,Tamil Nadu,District-27,2W,TVS,Model-19,112400,54,241,2023-01-01
13919,Kerala,District-23,4W,Mahindra,Model-14,1604901,32,183,2024-06-04
13920,Karnataka,District-37,4W,Mahindra,Model-19,1484638,9,553,2023-11-16
13921,Tamil Nadu,District-43,2W,Ola Electric,Model-11,122521,10,354,2024-10-02
13922,Maharashtra,District-23,4W,Hyundai,Model-18,1689343,10,314,2025-06-06
13923,Maharashtra,District-26,2W,TVS,Model-14,168013,36,440,2024-10-29
13924,Gujarat,District-24,3W,Kinetic,Model-15,276895,30,454,2024-09-02
13925,Karnataka,District-44,2W,TVS,Model-3,167251,5,573,2025-04-08
13926,Maharashtra,District-40,3W,Mahindra,Model-11,303040,35,184,2023-12-20
13927,Maharashtra,District-44,4W,Mahindra,Model-19,1413633,27,461,2024-03-17
13928,Karnataka,District-30,2W,TVS,Model-9,157559,58,559,2024-04-30
13929,Tamil Nadu,District-14,2W,TVS,Model-8,116369,38,349,2024-12-08
13930,Delhi,District-30,2W,TVS,Model-2,112379,44,443,2025-08-03
13931,Karnataka,District-48,3W,Kinetic,Model-6,312538,15,391,2024-11-21
13932,Kerala,District-48,2W,Ather,Model-11,101691,28,335,2025-03-20
13933,Karnataka,District-13,2W,Ather,Model-16,153243,15,397,2023-03-30
13934,Karnataka,District-50,3W,Piaggio,Model-5,304713,48,223,2024-06-29
13935,Haryana,District-44,2W,Ola Electric,Model-2,108616,5,412,2024-04-27
13936,Delhi,District-11,4W,MG,Model-5,1665785,45,127,2023-09-01
13937,Maharashtra,District-33,3W,Mahindra,Model-16,318105,57,165,2024-09-04
13938,Karnataka,District-3,2W,Ather,Model-6,113370,18,141,2025-09-17
13939,Maharashtra,District-36,2W,Ola Electric,Model-18,122771,55,320,2023-05-23
13940,Delhi,District-41,2W,TVS,Model-18,114066,32,57,2024-07-30
13941,Maharashtra,District-50,2W,Bajaj,Model-19,121902,16,237,2024-09-06
13942,Gujarat,District-29,4W,Mahindra,Model-19,1461282,41,176,2025-06-20
13943,Maharashtra,District-38,2W,TVS,Model-5,122108,9,522,2025-12-13
13944,Tamil Nadu,District-40,2W,TVS,Model-3,145035,52,452,2023-11-18
13945,Haryana,District-10,3W,Kinetic,Model-2,337854,13,407,2024-02-29
13946,Delhi,District-35,2W,Ather,Model-4,102161,52,295,2023-08-07
13947,Delhi,District-49,3W,Piaggio,Model-7,307940,43,163,2025-12-15
13948,Karnataka,District-3,2W,Ather,Model-1,147488,11,197,2025-02-05
13949,Delhi,District-7,3W,Piaggio,Model-7,251787,2,532,2025-02-04
13950,Tamil Nadu,District-39,Cargo,Tata Ace EV,Model-12,279149,46,586,2025-05-26
13951,Gujarat,District-41,2W,TVS,Model-14,152959,58,58,2024-07-05
13952,Tamil Nadu,District-7,4W,Hyundai,Model-2,1656182,31,539,2025-03-03
13953,Maharashtra,District-45,2W,TVS,Model-15,137337,47,521,2023-08-18
13954,Maharashtra,District-30,2W,Bajaj,Model-14,153843,31,165,2023-12-11
13955,Delhi,District-7,4W,MG,Model-14,1046844,56,372,2025-04-08
13956,Delhi,District-11,2W,Ola Electric,Model-3,115621,60,341,2024-08-06
13957,Tamil Nadu,District-29,2W,TVS,Model-2,117591,9,129,2024-01-24
13958,Maharashtra,District-20,2W,Bajaj,Model-10,162223,13,435,2024-03-16
13959,Telangana,District-49,3W,Mahindra,Model-20,283984,39,125,2024-09-24
13960,Haryana,District-44,2W,TVS,Model-1,150909,30,86,2025-12-02
13961,Delhi,District-24,2W,Ola Electric,Model-19,165336,23,255,2024-05-05
13962,Tamil Nadu,District-16,3W,Kinetic,Model-13,244329,14,239,2023-10-08
13963,Delhi,District-19,2W,Bajaj,Model-20,179412,39,444,2025-07-02
13964,Tamil Nadu,District-21,4W,Mahindra,Model-6,1270698,46,360,2025-06-07
13965,Karnataka,District-32,2W,Bajaj,Model-15,101237,9,252,2025-02-04
13966,Maharashtra,District-1,2W,Ather,Model-7,156430,50,344,2023-11-28
13967,Kerala,District-11,2W,Bajaj,Model-12,159544,26,577,2024-08-11
13968,Delhi,District-7,3W,Piaggio,Model-1,315349,19,386,2023-12-27
13969,Tamil Nadu,District-44,2W,Ather,Model-20,172334,23,534,2023-06-14
13970,Maharashtra,District-5,2W,Bajaj,Model-13,106388,34,68,2024-08-03
13971,Maharashtra,District-30,2W,Bajaj,Model-3,177313,59,358,2023-09-04
13972,Kerala,District-6,3W,Piaggio,Model-2,243004,55,578,2025-06-14
13973,Maharashtra,District-47,2W,TVS,Model-20,125198,46,575,2025-10-15
13974,Rajasthan,District-10,2W,Bajaj,Model-18,143340,56,579,2023-09-30
13975,Karnataka,District-19,4W,Tata,Model-14,1897710,32,284,2023-10-07
13976,Maharashtra,District-3,2W,Ola Electric,Model-2,145586,22,313,2024-06-13
13977,Maharashtra,District-33,2W,Ola Electric,Model-13,108537,13,124,2024-05-30
13978,Maharashtra,District-25,2W,Ola Electric,Model-1,158701,38,579,2025-02-16
13979,Uttar Pradesh,District-17,2W,Ather,Model-18,177403,17,597,2025-11-09
13980,Uttar Pradesh,District-19,4W,Mahindra,Model-2,1595620,7,349,2024-02-13
13981,Maharashtra,District-19,Bus,Ashok Leyland,Model-4,4032232,42,82,2024-03-07
13982,Delhi,District-28,2W,TVS,Model-1,154957,16,317,2025-12-27
13983,Delhi,District-6,3W,Kinetic,Model-10,217648,58,418,2024-12-24
13984,Gujarat,District-17,Bus,Tata Motors,Model-2,4064131,26,312,2023-07-24
13985,Delhi,District-8,4W,Mahindra,Model-7,1892038,16,420,2025-08-02
13986,Tamil Nadu,District-26,2W,Ola Electric,Model-17,165145,7,298,2024-04-19
13987,Karnataka,District-9,2W,TVS,Model-7,172167,41,358,2023-06-26
13988,Maharashtra,District-17,2W,TVS,Model-9,168966,6,468,2025-08-26
13989,Karnataka,District-11,2W,Ola Electric,Model-10,90083,28,307,2024-02-06
13990,Uttar Pradesh,District-4,2W,Ather,Model-11,100930,26,281,2025-04-27
13991,Haryana,District-43,2W,TVS,Model-4,110663,59,337,2024-12-27
13992,Tamil Nadu,District-13,4W,Mahindra,Model-11,1698844,48,235,2025-09-23
13993,Delhi,District-26,4W,Hyundai,Model-7,1753166,13,341,2025-08-25
13994,Haryana,District-38,2W,TVS,Model-16,107982,8,137,2024-01-06
13995,Rajasthan,District-34,2W,Bajaj,Model-12,131755,53,43,2025-05-01
13996,Kerala,District-4,4W,MG,Model-17,1705369,25,514,2024-06-16
13997,Kerala,District-16,2W,Ather,Model-16,166810,58,504,2023-05-22
13998,Maharashtra,District-35,2W,Ather,Model-3,152412,12,558,2025-08-10
13999,Karnataka,District-23,2W,Ather,Model-15,109913,46,551,2025-04-01
14000,Delhi,District-5,2W,Bajaj,Model-10,171066,9,52,2024-07-13
14001,Delhi,District-7,3W,Kinetic,Model-4,327379,53,188,2024-10-10
14002,Maharashtra,District-49,3W,Kinetic,Model-2,258818,15,334,2024-01-17
14003,Maharashtra,District-3,2W,TVS,Model-17,143784,51,559,2023-08-11
14004,Tamil Nadu,District-17,2W,Bajaj,Model-17,158790,44,534,2025-11-17
14005,Karnataka,District-4,2W,Ather,Model-6,157684,12,154,2023-02-01
14006,Uttar Pradesh,District-10,2W,Ather,Model-5,91290,40,66,2025-07-29
14007,Kerala,District-6,Cargo,Tata Ace EV,Model-6,388986,3,233,2024-07-05
14008,Delhi,District-37,2W,Ola Electric,Model-15,173947,60,134,2024-08-13
14009,Tamil Nadu,District-49,2W,Ola Electric,Model-11,161483,33,544,2024-08-21
14010,Gujarat,District-22,4W,MG,Model-10,1082568,37,339,2023-11-11
14011,Haryana,District-3,2W,Bajaj,Model-6,175841,11,49,2025-08-26
14012,Gujarat,District-4,3W,Mahindra,Model-12,203848,43,232,2024-01-05
14013,Tamil Nadu,District-43,2W,Ather,Model-12,98067,40,92,2023-11-28
14014,Maharashtra,District-10,2W,TVS,Model-13,92751,15,430,2023-07-30
14015,Delhi,District-23,Cargo,Euler,Model-13,411540,13,519,2025-11-07
14016,Telangana,District-18,Cargo,Tata Ace EV,Model-9,429657,50,302,2023-02-08
14017,Tamil Nadu,District-3,2W,Ola Electric,Model-12,146947,19,519,2025-10-04
14018,Delhi,District-49,2W,TVS,Model-12,137189,16,340,2023-05-21
14019,Maharashtra,District-2,2W,Ather,Model-12,174245,53,526,2024-04-04
14020,Tamil Nadu,District-43,2W,Ola Electric,Model-13,121576,50,501,2023-08-23
14021,Delhi,District-9,3W,Kinetic,Model-8,232443,47,546,2023-04-23
14022,Delhi,District-16,3W,Piaggio,Model-19,255778,27,444,2023-06-27
14023,Karnataka,District-6,2W,Ather,Model-4,108522,28,146,2024-08-14
14024,Haryana,District-20,4W,Mahindra,Model-8,1924764,23,261,2024-04-26
14025,Gujarat,District-2,2W,Bajaj,Model-9,101785,8,122,2025-04-13
14026,Maharashtra,District-43,4W,Mahindra,Model-7,1336096,20,196,2023-01-17
14027,Karnataka,District-26,2W,Ola Electric,Model-16,143506,7,370,2023-11-13
14028,Maharashtra,District-12,2W,Ola Electric,Model-3,96182,2,575,2025-04-29
14029,Gujarat,District-36,2W,Ather,Model-20,99633,42,47,2025-04-16
14030,Maharashtra,District-20,2W,TVS,Model-14,115612,52,238,2023-01-07
14031,Maharashtra,District-19,4W,Mahindra,Model-8,1856689,45,92,2024-05-27
14032,Maharashtra,District-31,2W,Ather,Model-6,149654,39,539,2024-06-15
14033,Maharashtra,District-13,2W,TVS,Model-16,111967,16,234,2024-07-29
14034,Tamil Nadu,District-4,3W,Piaggio,Model-6,246844,3,150,2025-10-28
14035,Delhi,District-6,2W,Ola Electric,Model-6,99266,41,503,2024-08-24
14036,Gujarat,District-38,3W,Mahindra,Model-12,257107,54,366,2023-01-02
14037,Maharashtra,District-39,2W,Bajaj,Model-4,151098,54,207,2023-04-15
14038,Gujarat,District-41,2W,Bajaj,Model-13,159726,28,566,2023-03-16
14039,Haryana,District-11,2W,Ather,Model-14,176180,26,328,2024-07-07
14040,Tamil Nadu,District-11,2W,Ather,Model-6,160753,7,61,2025-02-17
14041,Delhi,District-21,2W,Ola Electric,Model-4,117913,15,466,2023-04-24
14042,Tamil Nadu,District-24,3W,Piaggio,Model-1,214313,22,292,2023-04-21
14043,Maharashtra,District-16,2W,Ather,Model-13,138208,20,349,2023-03-15
14044,Karnataka,District-21,2W,Bajaj,Model-16,131019,7,366,2025-07-11
14045,Delhi,District-47,Bus,Ashok Leyland,Model-13,6272270,36,551,2025-01-17
14046,Karnataka,District-39,3W,Piaggio,Model-11,303925,23,425,2025-09-23
14047,Delhi,District-28,4W,Hyundai,Model-13,1123325,57,139,2023-04-14
14048,Tamil Nadu,District-38,2W,Bajaj,Model-19,176688,8,465,2023-04-30
14049,Maharashtra,District-5,Bus,Ashok Leyland,Model-10,6020524,14,104,2024-06-26
14050,Karnataka,District-4,4W,MG,Model-6,1130759,22,122,2024-10-14
14051,Uttar Pradesh,District-3,4W,Tata,Model-3,1589758,7,266,2023-07-23
14052,Karnataka,District-37,4W,MG,Model-12,1705427,11,116,2024-12-05
14053,Karnataka,District-32,3W,Piaggio,Model-17,329758,55,350,2023-11-30
14054,Karnataka,District-17,2W,Bajaj,Model-15,161133,9,415,2025-06-03
14055,Rajasthan,District-31,3W,Piaggio,Model-12,346243,15,300,2024-01-29
14056,Karnataka,District-44,2W,Bajaj,Model-17,128769,56,289,2025-08-28
14057,Maharashtra,District-32,2W,Ola Electric,Model-6,179196,12,145,2024-01-23
14058,Tamil Nadu,District-39,2W,Ather,Model-17,91664,19,534,2023-12-02
14059,Delhi,District-13,3W,Mahindra,Model-4,274236,58,145,2023-06-12
14060,Gujarat,District-39,2W,TVS,Model-19,169024,29,204,2025-10-21
14061,Haryana,District-16,3W,Mahindra,Model-20,329934,6,506,2023-05-29
14062,Maharashtra,District-13,2W,Ather,Model-6,104395,20,72,2025-04-16
14063,Tamil Nadu,District-1,2W,Ola Electric,Model-14,137505,21,502,2023-03-27
14064,Maharashtra,District-27,2W,Ather,Model-6,130420,38,224,2025-04-01
14065,Maharashtra,District-44,Bus,Ashok Leyland,Model-19,8759049,33,389,2024-09-29
14066,Delhi,District-10,Cargo,Euler,Model-10,329998,58,227,2024-10-29
14067,Karnataka,District-32,2W,Bajaj,Model-14,162535,21,249,2025-06-30
14068,Karnataka,District-40,2W,TVS,Model-4,104931,23,102,2024-03-15
14069,Karnataka,District-43,2W,TVS,Model-19,154930,13,208,2025-07-10
14070,Maharashtra,District-30,3W,Kinetic,Model-16,203238,53,413,2024-09-06
14071,Maharashtra,District-25,3W,Mahindra,Model-8,250562,25,366,2023-07-14
14072,Delhi,District-27,3W,Mahindra,Model-14,321277,56,234,2024-12-14
14073,Delhi,District-13,Cargo,Euler,Model-4,286754,54,454,2023-03-11
14074,Tamil Nadu,District-26,2W,Ola Electric,Model-6,177986,30,538,2023-01-20
14075,Maharashtra,District-11,2W,Bajaj,Model-15,162445,42,395,2023-01-19
14076,Karnataka,District-38,3W,Mahindra,Model-4,278049,53,549,2025-02-25
14077,Delhi,District-26,2W,TVS,Model-14,124091,53,448,2023-01-05
14078,Kerala,District-11,2W,Ola Electric,Model-15,110928,33,278,2024-10-30
14079,Maharashtra,District-41,3W,Mahindra,Model-9,247008,57,254,2025-09-14
14080,Maharashtra,District-7,2W,Ola Electric,Model-6,170005,12,170,2024-06-21
14081,Karnataka,District-48,2W,TVS,Model-5,93943,15,227,2024-08-08
14082,Tamil Nadu,District-19,2W,Ather,Model-7,142342,16,309,2025-02-26
14083,Delhi,District-19,2W,Ola Electric,Model-11,157641,57,109,2025-08-19
14084,Gujarat,District-2,2W,Ola Electric,Model-4,134714,59,47,2023-02-23
14085,Gujarat,District-47,3W,Mahindra,Model-1,236780,21,299,2024-03-08
14086,Haryana,District-7,Cargo,Tata Ace EV,Model-15,464763,47,427,2023-09-12
14087,Delhi,District-29,4W,Tata,Model-14,984798,24,494,2025-08-08
14088,Kerala,District-22,4W,Hyundai,Model-15,1208326,25,520,2025-10-03
14089,Karnataka,District-5,2W,Ather,Model-18,173455,26,156,2025-07-26
14090,Karnataka,District-13,2W,Bajaj,Model-5,96150,48,581,2025-08-20
14091,Delhi,District-38,2W,Ather,Model-12,151685,56,98,2024-04-18
14092,Maharashtra,District-42,3W,Piaggio,Model-4,294513,42,297,2023-01-29
14093,Tamil Nadu,District-36,3W,Piaggio,Model-14,307984,49,412,2025-03-04
14094,Delhi,District-19,2W,TVS,Model-14,135766,58,518,2024-03-07
14095,Uttar Pradesh,District-36,4W,Tata,Model-8,1068406,37,177,2025-12-23
14096,Karnataka,District-41,2W,Bajaj,Model-4,143129,10,396,2025-03-10
14097,Maharashtra,District-2,3W,Piaggio,Model-15,296854,14,404,2023-12-05
14098,Maharashtra,District-17,4W,Tata,Model-18,1754329,60,69,2025-06-14
14099,Tamil Nadu,District-4,4W,MG,Model-17,1189881,36,519,2025-06-19
14100,Maharashtra,District-29,2W,Bajaj,Model-16,116895,47,422,2025-05-15
14101,Tamil Nadu,District-25,2W,Ather,Model-6,119028,41,394,2023-07-16
14102,Gujarat,District-28,Bus,Tata Motors,Model-6,4237374,25,154,2024-04-28
14103,Maharashtra,District-18,2W,Ather,Model-17,133087,45,446,2025-09-22
14104,Maharashtra,District-43,Cargo,Euler,Model-3,362130,53,543,2023-02-27
